id,user,text,rating,likes,app_version,date
7f5a342a-327a-4e85-b09c-adbd669b448c,A Google user,grabeng matchmaking yan puro bot kampi,1,0,1.9.93.10904,2025-07-25 23:07:41
d82a0a13-ccac-4379-bfc5-c699312d04c5,A Google user,Very good👍👍,4,0,1.9.93.10904,2025-07-25 23:07:12
70dc6ed0-fab8-434f-ba74-02754a7423cc,A Google user,I really like controlled based games and this game was perfect,5,0,,2025-07-25 23:04:32
b8817b16-2278-4cec-8ce3-2a6815d3d69b,A Google user,worst matchmaking everrrr!!!!!!,1,0,1.8.8.8811,2025-07-25 23:03:46
2738b586-2713-46cf-a947-156dc3edca42,A Google user,walau gw losestreak ini game rame bgt (gw rate biar gak losestreak lg moonton tolongin gw),5,0,1.9.93.10904,2025-07-25 23:02:09
0e19891d-d7ff-4205-b48f-d93c97cf0da4,A Google user,good experience,5,0,,2025-07-25 22:59:54
db63c234-7c8d-48c0-bbbd-7f11e85ddb12,A Google user,good,5,0,1.9.93.10904,2025-07-25 22:58:20
3846e9ce-c626-4cc5-801a-55bf0df67db9,A Google user,their are some bugs and dark system players😭 but it is a good game play now👽👾,4,0,1.9.93.10904,2025-07-25 22:57:46
dd1a0500-be3f-4c6f-9e59-6d76dd648a43,A Google user,it's so fun and good game,5,0,1.9.93.10904,2025-07-25 22:55:37
957359d4-529f-4548-bd54-11f0acae2a2b,A Google user,Good,5,0,1.9.93.10904,2025-07-25 22:54:31
e580c48e-cf94-4de4-b720-5b25103ca446,A Google user,ayos tong laro ifix ni yo na lang ang mga dark system players,5,0,1.9.93.10904,2025-07-25 22:53:27
c183db59-fb48-42a7-9bda-c946c3e15df2,A Google user,game fun,5,0,1.9.93.10904,2025-07-25 22:53:15
7ca45c4e-5b78-4061-9d7d-fbdd39a13678,A Google user,i alwasy get a noob team,4,0,1.9.93.10904,2025-07-25 22:52:22
5235b57d-a162-4bb7-a291-cadb2d550583,A Google user,nice game,5,0,1.9.93.10904,2025-07-25 22:51:04
7d5f2471-9e11-4356-addd-7882fadf84ed,A Google user,good,5,0,1.9.93.10904,2025-07-25 22:49:47
c5b23a00-4c3a-4f76-b2fe-6c436ff64b50,A Google user,dis game is tras,1,0,1.9.93.10904,2025-07-25 22:48:55
a6257b5b-aa18-4a04-a3b7-c319057a18a1,A Google user,Mobile legends is the most amazing game,4,0,,2025-07-25 22:48:34
d4667b12-35aa-41f1-a05d-96b568cb3635,A Google user,"Best MOBA game there is! Strongly recommend to play this if you are a ""phonegamer"" :D",5,0,1.9.93.10904,2025-07-25 22:47:37
319716cf-b16f-4a0c-b96c-e25414199bf0,A Google user,good for fasting time,5,0,1.9.93.10904,2025-07-25 22:47:35
5dd44235-6435-445f-9a8d-ac02e9001f08,A Google user,amazing experience,5,0,,2025-07-25 22:47:34
a9e53e25-b414-4a73-8fec-4bb1f6d4e98e,A Google user,"As a newbie, I am still trying to get the hang of it. I just don't find the interface user-friendly. It would be great if there were an embedded glossary of the terminology used in the game, an easier way to modify the hero I see on my interface, and an easy-to-find hero training to get a feel of how to play it before even joining a fight. Like I said, I'm a newbie. But don't you think all the more I would need assistance through a strategic and helpful interface?",4,0,,2025-07-25 22:47:11
815ccd54-2529-4e95-a5f1-bd74028bfad1,A Google user,this game is very high temperd do to moonton keeps teaming me up with 1diot and all also skin to expensive if draq you need to feel every event in my 6 years of playing mlbb is getting worst and worst lagging to many bugs revamping anytype .of sht1t nefring the hero that impossible to use why not and delwete the hero thay always gets nerf pota ka moonton.,1,1,1.9.93.10904,2025-07-25 22:46:45
ea8b7d2c-91d6-49b7-9def-adc9320967f4,A Google user,Mobil legend is good it's my favorite game,5,0,1.9.93.10904,2025-07-25 22:46:42
31f43ea1-3588-4a07-a90f-f303c5c68e2e,A Google user,"Of course! Here are sample reviews in English that you can say or write when rating Mobile Legends: Bang Bang: ✅ If you had a good experience (5 stars) ⭐⭐⭐⭐⭐ ""Great game! The graphics are amazing and there are so many heroes to choose from. I really enjoy playing with my friends. Keep up the good work, MLBB!"" hero designs and gameplay, but sometimes the matchmaking feels unfair. Still worth playing!""",4,0,1.9.93.10904,2025-07-25 22:45:49
3d24e989-2648-4001-973e-e5fe0544847e,A Google user,Sana big yan nyo ko ng Diamonds,5,0,1.9.93.10904,2025-07-25 22:43:37
2a124a22-2746-4714-bfbe-b57a4fcc92e7,A Google user,i like this game mlbb producers can you add mlbb event onepiece please,5,0,1.9.48.10373,2025-07-25 22:43:35
9ebe6104-311e-4ee6-950a-0cee6d4f36cf,A Google user,"matchmaking kayak tolol orang lose streak terus, matchmaking g adil, hero2 g balance",1,0,,2025-07-25 22:42:23
eeb00539-f9d1-4ef4-960c-4abe15752619,A Google user,noice,5,0,1.9.93.10904,2025-07-25 22:42:15
