id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,readability,text_length,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
24392fc3-3e23-4eb9-a363-a70e56690f77,A Google user,Absolutely love this game. Just ignore the bad reviews and enjoy playing. ^u^,5,0,,2025-07-15 23:26:51,joy,0.5413,70.08365384615385,77,False,False,-1,2,Other,False
41edfe50-f194-41d5-9f41-cd1e593b0f18,A Google user,"Add more skins so we don't need to buy each royal pass for better ones, add more clothes for female and male skins there is barely any at the store. Many people have stopped playing so it's taking a long time to enter matches. Finally, add more maps. Do this and more people will join the game. Add those updates. It says Error even if I download again it doesn't let me enter the game. Not sure if the game is banned from some countries or no longer compatible with some phones. Fix, 5 🌟 if added.",4,65,0.100.485,2025-07-15 04:24:14,neutral,-0.5571,86.26125,498,True,True,-1,2,Other,False
97ddf4bc-2deb-43c9-8a8f-b7df7eacd183,A Google user,I just like this game,5,0,,2025-07-06 21:53:39,joy,0.3612,117.16000000000003,21,False,False,57,2,Other,False
c0af6a51-c305-4c33-8034-81c83d831756,A Google user,tidak bisa update version,1,0,0.100.485,2025-06-28 05:40:55,neutral,0.0,75.87500000000001,25,False,False,8,2,Other,False
e2fda9f3-af1b-4b33-a404-d2882d484240,A Google user,Servers are permanently down. Devs scrapped the game on phone and pc,1,1,0.100.485,2025-06-10 22:10:03,sadness,0.0,73.84500000000001,68,False,False,-1,2,Other,False
fd34a2ac-0ebc-4874-95de-9d612fbb5ce3,A Google user,حلوه,5,0,,2025-04-16 15:44:01,neutral,0.0,121.22000000000003,4,False,False,2,1,اللعب والتسلية,False
c1b861d0-6d88-49e8-8165-0f82721b0e99,A Google user,can't even get in the game it says something about WLAM what the heck is that. please help,2,2,0.100.485,2025-04-09 14:23:52,neutral,0.6124,89.865,90,False,True,83,2,Other,False
076e7a0b-6a8e-4372-9675-8d96779393fb,A Google user,I play this game in 2019 and I don't have any words about that this time it's been 6 years ago when I started this and it's like what the hell dude it's far better than the other battle royale after play this game and test there features like spawn a wall to take cover a bike and a building like structure I was like wooooow also some ppl say it's a trash game so dude it's for high device not for mid and low I'm soo happy to see my gorgeous game come back again.also thanks to the developers ✨💯,5,1,0.100.485,2025-03-17 02:34:53,joy,0.9601,53.71900000000002,497,False,True,34,7,Battle Royale Game,False
4ba0a417-5792-4de3-97f4-bf3beca9ab5c,A Google user,සුපිරි,4,0,,2025-03-14 09:32:58,neutral,0.0,121.22000000000003,6,False,False,12,5,Performance and Lagging,False
605afa8d-30d4-4e4b-8074-3ac828c1862a,A Google user,"I am a returning player, I re-downloaded the game, when I open the game after downloading it gives me an error msg "" file retrieval error "" when I check the solution option, I did all the steps, Still not working. I think I'll uninstall it",1,3,0.100.485,2025-03-09 04:55:22,sadness,-0.4767,61.45045454545455,239,True,False,-1,2,Other,False
49654918-a1a1-4436-94fc-4f88f318385b,A Google user,Good,5,0,0.100.485,2025-03-08 09:37:00,neutral,0.4404,121.22000000000003,4,False,False,1,0,Mixed or Neutral Feedback,False
736fc1ef-85e8-4c1a-bee9-80f388d9a0cb,A Google user,Good,5,0,0.100.485,2025-02-23 19:56:41,neutral,0.4404,121.22000000000003,4,False,False,1,0,Mixed or Neutral Feedback,False
ce66159e-e4b8-4ccc-8c87-7afbf7c81c25,A Google user,I love it but can you plss fix the Game the Matchings too long,5,0,0.100.485,2025-02-16 23:01:16,sadness,0.3818,101.98214285714286,62,False,True,5,2,Other,False
39daeaee-de39-42c4-b6b6-1a4f938e4562,A Google user,Very nice game .🪶,5,0,,2025-02-03 00:53:40,joy,0.4754,90.99000000000004,17,False,False,42,0,Mixed or Neutral Feedback,False
0798f3b6-e6dc-4fd6-931e-c783288e5efb,A Google user,I can't enter the game 😭,1,1,0.100.485,2025-02-02 18:37:09,sadness,-0.4767,100.24000000000002,24,False,False,-1,2,Other,False
d0e27305-333f-4d67-b7b3-aecc01b3431c,A Google user,It was a fun little game while it lasted which was only about a year and a half before the devs gave up on it. You haven't missed anything they never updated the pass never added anything new to the store. They gave up on it almost as quickly as they put it out.,2,2,,2025-01-28 13:53:45,joy,0.6355,75.76500000000001,262,False,True,-1,2,Other,False
f3aeb8b3-7e94-483c-8b4b-a59916258bbb,A Google user,Awesome,5,0,0.100.485,2025-01-20 20:15:04,joy,0.6249,36.62000000000003,7,False,False,98,8,Positive Feedback,False
0a5a20b3-bdd7-43de-992c-bb6f7b84fc06,A Google user,Sir please fix the new issues,1,0,,2025-01-19 20:17:07,neutral,0.3182,102.045,29,True,True,-1,2,Other,False
34c55cb1-5d40-4c4a-8666-af0156667778,A Google user,"There seem to be a problem with this game at the start of it there's an error saying ""file retrieve error"" what does that mean ?",3,2,0.100.485,2024-12-28 16:51:15,neutral,-0.7964,79.94000000000001,128,True,False,-1,2,Other,False
06d4234a-1e46-4e65-a6b1-2821f35cb5b2,A Google user,"Please come back, I have many memories there 😞😢",5,1,0.100.485,2024-12-26 03:31:12,neutral,-0.5994,82.39000000000001,47,False,True,29,4,Game nostalgia,False
