id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,readability,text_length,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
1c428b6f-7e06-4f61-8092-2f93e6110678,A Google user,Fun entertainment,5,0,1.298.7,2025-07-25 22:57:16,joy,0.7269,-6.694999999999993,17,False,False,2,4,Enjoyment and Entertainment,False
c47d61f3-8769-4449-88d2-c02ab3346ac5,A Google user,good 👍,5,0,1.295.3,2025-07-25 22:18:20,joy,0.4404,121.22000000000003,6,False,False,65,5,Positive Feedback,False
f675c644-2e4b-42fc-93b5-e65e1cdf07fa,A Google user,l like this game very much but I don't like it's time presents,4,0,1.297.4,2025-07-25 22:17:47,sadness,0.0219,96.02461538461542,62,False,False,-1,2,Other,False
8cb02bf4-ea73-4b42-9543-b4f3d8286528,A Google user,😊😊😊😊,5,0,1.298.7,2025-07-25 22:12:58,neutral,0.9719,0.0,4,False,False,3,5,Positive Feedback,False
736137cd-9f06-4151-b623-e198e015ca90,A Google user,nice,5,0,1.298.7,2025-07-25 20:15:41,neutral,0.4215,121.22000000000003,4,False,False,4,3,Positive Feedback,False
ac039bd2-5df9-4b43-89c1-453f5f16dcef,A Google user,Greatest !!!,5,0,1.298.7,2025-07-25 18:39:30,joy,0.7249,36.62000000000003,12,False,False,13,3,Positive Feedback,False
eda6b192-5e0a-45c0-9ef4-d9ff2167c65b,A Google user,so much fun 😁,5,0,1.298.7,2025-07-25 18:21:44,joy,0.7635,119.19000000000003,13,False,False,77,4,Enjoyment and Entertainment,False
344b4558-c569-4765-8a8a-7577d1dd9629,A Google user,great meditation game. my go to.,5,0,1.298.7,2025-07-25 17:56:04,joy,0.6249,76.89000000000003,32,False,False,55,6,Relaxation and Meditation,False
b9705430-881e-4ad1-a57b-14dc65b3113e,A Google user,"Love this game, very addicting.",5,0,1.298.7,2025-07-25 17:47:15,joy,0.6369,66.40000000000003,31,False,True,24,8,Addictive Gameplay,False
e494a602-1e06-4c37-8a7e-431e5f862135,A Google user,fun yo play except I can't find how to stop auto hints. I like to play the game without hints!!!,5,0,1.298.7,2025-07-25 16:59:35,joy,0.851,99.39500000000001,96,False,False,-1,2,Other,False
48aabf38-726d-4052-9868-8f6958714f2d,A Google user,Fun to play,5,0,1.298.7,2025-07-25 15:44:58,joy,0.6908,119.19000000000003,11,False,False,23,8,Addictive Gameplay,False
e4e009bb-cd67-43b8-a56a-f08feda7c5f9,A Google user,Better than Candy Crush!,5,0,1.298.7,2025-07-25 14:40:47,joy,0.3802,75.87500000000001,24,False,False,1,2,Other,False
9b2a0d0b-0160-480c-a3aa-10d999b97913,A Google user,"Nice game I enjoy it, and enjoy it more",5,0,1.298.7,2025-07-25 14:27:51,joy,0.8481,94.30000000000001,39,False,False,-1,2,Other,False
debedd21-9be9-408e-ac17-ab08ea2deb0f,A Google user,the best game ever,5,0,1.298.7,2025-07-25 14:08:09,joy,0.6369,97.025,18,False,False,29,7,Best Mobile Game,False
219f4a97-146c-43ba-bafb-9d62caddf18a,A Google user,Terrible experience. The ads stopped working. You don't get the rewards even though you watch the ads. Everyone is complaining and the developers are not providing any fixes.,1,0,1.298.7,2025-07-25 13:50:57,disgust,-0.8102,55.35452380952384,174,False,False,38,9,Ad Reward Issues,True
