merged_topic_label,total_reviews,avg_vader_sentiment,avg_text_length,avg_readability,bug_keyword_rate,request_keyword_rate,pain_point_flag
"""app performance evaluation""",56,0.6094142857142858,6.035714285714286,112.27866071428573,0.0,0.0,False
"""best game ever""",16,0.657425,21.5625,86.58602678571431,0.0,0.0,False
"""carrom game appreciation""",48,0.6034145833333333,52.104166666666664,79.532012448336,0.0,0.041666666666666664,False
"""expressions of amazement""",41,0.5765414634146341,4.170731707317073,117.9268292682927,0.0,0.0,False
"""good app reviews""",22,0.41422272727272724,10.909090909090908,117.21590909090911,0.0,0.0,False
"""hackers and miniclip issues""",14,-0.17532142857142857,170.35714285714286,74.33421337667123,0.07142857142857142,0.35714285714285715,True
"""hackers in carrom game""",11,0.13779090909090908,222.9090909090909,72.16545338098656,0.09090909090909091,0.5454545454545454,True
"""interesting game experience""",25,0.516192,31.36,60.775168831168855,0.0,0.04,False
"""mind-blowing relaxing games""",23,0.461704347826087,29.304347826086957,80.30767080745345,0.0,0.0,False
"""neutral or indifferent responses""",60,0.2857383333333333,3.683333333333333,40.6094166666667,0.0,0.0,False
"""op game reviews""",14,0.07272857142857143,9.071428571428571,109.98857142857143,0.0,0.0,False
"""positive game reviews""",39,0.4979589743589744,19.871794871794872,117.93166666666669,0.0,0.0,False
"""super wow reactions""",46,0.6725543478260869,10.043478260869565,45.30989130434786,0.0,0.0,False
"""worst game complaints""",22,-0.5669727272727273,50.36363636363637,94.80360940096588,0.0,0.09090909090909091,True
Unknown,523,0.19315162523900573,64.93116634799235,84.99584039747741,0.022944550669216062,0.1147227533460803,False
ad complaints,56,0.008192857142857142,33.660714285714285,115.64553571428574,0.0,0.0,False
ad problems,18,-0.18801666666666667,31.944444444444443,89.89709054834057,0.0,1.0,False
ad removal issues,39,-0.15357179487179487,29.871794871794872,88.71598119201063,0.05128205128205128,0.1282051282051282,False
app functionality and algorithm issues,13,-0.17326153846153847,163.69230769230768,73.46413476448528,0.15384615384615385,0.15384615384615385,True
app functionality issues,42,0.09068333333333334,39.333333333333336,95.9401293307829,0.023809523809523808,0.16666666666666666,False
app quality feedback,35,0.5498457142857143,28.0,72.00527346938777,0.0,0.0,False
appreciation for app features,17,0.44387058823529413,12.294117647058824,100.1764705882353,0.0,0.058823529411764705,False
