id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,readability,text_length,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
2098fd5b-55eb-4d73-be65-d273d698ac85,A Google user,nice game,3,0,6.68.12,2025-07-25 20:32:53,joy,0.4215,120.20500000000001,9,False,False,8,9,Positive Game Feedback,False
b1ea4f13-8d48-4e1b-8ca2-16c435728104,A Google user,love those cropsies,5,0,,2025-07-25 17:25:31,joy,0.6369,90.99000000000004,19,False,False,69,3,Fruit and Vegetable Game,False
de17834e-5373-41fd-a007-866d7f22b661,A Google user,the game had a bug and had to delete it and lost everything,1,0,6.69.16,2025-07-25 17:07:52,sadness,-0.3182,89.51692307692309,59,True,False,-1,6,Other,False
561794d3-966e-4518-b656-ff9d4c77b911,A Google user,The most exciting game ever 👌👌 It gets more and more challenging as you climb up the levels I love this game 😊,5,2,6.69.15,2025-07-25 16:54:44,joy,0.9801,76.74857142857144,110,False,False,2,6,Other,False
4585c880-bd72-441c-95bc-d126933a42e5,A Google user,"very fun, entertaining!! Fun!!😊",5,0,6.69.15,2025-07-25 15:44:45,joy,0.9552,33.57500000000002,31,False,False,64,1,Fun and Entertainment,False
8a4c2d41-61c0-420d-a4ec-a1fbd5c71f35,A Google user,👍👍👍👍👍,5,0,6.69.15,2025-07-25 15:38:04,neutral,0.0,0.0,5,False,False,3,2,Positive Feedback,False
b1b3e7c1-2a57-4a7e-8d43-12be9f29adde,A Google user,so fun so amazing,5,0,,2025-07-25 14:02:55,joy,0.8686,75.87500000000001,17,False,False,105,1,Fun and Entertainment,False
423065fa-89d0-45bb-81db-db1f5a57603c,A Google user,Just reloaded having lost over 1000 levels in the latest upgrade 😤,3,0,6.69.16,2025-07-25 13:28:21,neutral,-0.3182,57.23363636363638,66,False,False,60,6,Other,False
09647c4b-bc40-4d41-a15a-b1a3e12ab352,A Google user,it's nice to find different ways to complete a level,5,0,6.69.16,2025-07-25 10:27:27,joy,0.4215,78.24500000000002,52,False,False,2,6,Other,False
f3a945e0-3cf9-44ef-bcf8-0de2712b860f,A Google user,I still love this app!,5,0,6.68.12,2025-07-25 10:14:13,joy,0.6696,117.16000000000003,22,False,False,35,5,Positive App Experiences,True
5ff34a36-5db1-4b80-88e0-c0eb86bd0da8,A Google user,"I was having a great time playing this game until I reached level 925, and there was a bug in the app. I have lost everything I earned, including my golden pass, which I purchased for future levels. I contacted customer service, and they sent me an email telling me to speak to other players in the community group to resolve the issue. They could easily check and see that my details are registered and reinstate me. I'm very disappointed.",1,0,6.69.15,2025-07-25 09:33:30,sadness,0.6815,66.86750000000002,440,True,False,5,6,Other,False
8bef8829-0a4c-4840-a8be-097939d65242,A Google user,still enjoy this game!,5,29,6.69.15,2025-07-25 08:14:42,joy,0.5411,97.025,22,False,False,-1,6,Other,False
35f14555-cbfe-46ff-8db0-b8a3e3aaafd8,A Google user,good experience,5,0,6.69.16,2025-07-25 07:53:48,joy,0.4404,-6.694999999999993,15,False,False,-1,6,Other,False
e8afa20c-5e8b-4aad-8dff-1720b863c076,A Google user,"there's bug.. not working, can't open the apps",3,0,6.69.15,2025-07-25 01:47:08,sadness,0.0,92.965,46,True,False,50,5,Positive App Experiences,True
47400584-3753-4020-ba94-aad48181a605,A Google user,astonishing,5,0,6.68.12,2025-07-25 00:34:31,surprise,0.0,-132.57999999999996,11,False,False,51,7,Positive Impressions,False
02d30648-78d1-4108-93f0-29473b441953,A Google user,love this game and have been playing for years. But after yesterday's update the game fails to load. pls fix. tnx King team!,1,0,6.69.15,2025-07-25 00:21:14,sadness,0.4003,96.06202898550725,124,False,False,45,5,Positive App Experiences,True
b8387302-58c1-4670-9e6c-166e5ba031ca,A Google user,I will change my rating after you fix the bug!,1,0,6.69.15,2025-07-24 23:49:15,anger,0.0,95.165,46,True,False,55,5,Positive App Experiences,True
d8b1afb9-2926-428b-9d47-125d846518d2,A Google user,was lots of fun but for the last few days the game crashes as soon as I open it so you will get 1 star until it is fixed.,1,0,6.69.15,2025-07-24 23:36:59,joy,0.2846,84.04827586206898,121,True,False,-1,6,Other,False
8c75a7b8-1a63-426b-ac1e-9dad1fda08c4,A Google user,"Fun! Fun! Fun!! lots of rewards, no ads unless you choose to. New events often, Good clean fun. Besides vegetables are good for most of us. highly recommend.",5,0,6.68.12,2025-07-24 22:52:42,joy,0.9789,82.54738095238096,157,False,False,-1,6,Other,False
6c071f9a-bf83-47e8-92ef-e09114e6d3f1,A Google user,"have not played in about two years, im back",5,0,6.68.12,2025-07-24 22:30:16,neutral,-0.2584,103.70000000000002,43,False,False,4,3,Fruit and Vegetable Game,False
