id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,readability,text_length,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
bebb7ee2-ea90-496f-ad15-60fa198cf0d5,A Google user,"I'm really enjoying this game, and it's one of the best online games on android",5,0,1.41.0,2025-07-24 05:57:54,joy,0.8357,78.81000000000003,79,False,False,-1,7,Other,False
150f82c5-d329-4e6e-83ff-243735804486,A Google user,just paying my respects 🫡,5,11,1.12.0,2025-07-13 19:39:31,neutral,0.3182,75.87500000000001,25,False,False,38,4,Positive Feedback,False
6faf2a77-5ebe-4cea-b85a-dd9041bcf546,A Google user,fun while it lasted,5,0,,2025-07-11 15:21:26,joy,0.5106,97.025,19,False,False,58,5,Enjoyable Experience,False
0d812ac2-49c0-46ef-8e54-b462d4484d5d,A Google user,Unbelievable how amazing it is!! and unfortunately it's over and down 😔,5,0,1.1.1,2025-07-11 14:45:07,surprise,0.6229,32.05250000000001,71,False,False,40,4,Positive Feedback,False
491ee523-c130-423b-b30f-e5df2a2ae041,A Google user,"I love this game... like a lot. But recently I'm unable to launch the game, reason being that I need to be connected to WiFi before it opens and this really make things hard because I have a better mobile data connection than that in my WiFi but the game tends to launch ONLY when I'm connected to WiFi. If it is an update please fix it cause I prefer to play this game with my mobile data instead.",1,9,1.49.0,2025-07-10 20:21:16,sadness,0.9053,72.20393987341777,398,False,True,-1,7,Other,False
28feab09-c6bd-4a4f-9e55-4a3703b13880,A Google user,yes app,5,0,,2025-07-06 03:54:40,neutral,0.4019,120.20500000000001,7,False,False,-1,7,Other,False
03fb592f-0b8a-437e-b566-c77e3a0623bc,A Google user,"I can't login, it says that I need to check my network connection. is this game still in operation?",1,0,1.69.0,2025-07-04 16:12:25,neutral,0.0,81.42407894736841,99,False,False,-1,7,Other,False
32b8af01-e8df-40bb-ae49-f02a934341d2,A Google user,cannot play,1,0,1.69.0,2025-07-04 10:08:27,sadness,-0.2584,77.90500000000002,11,False,False,70,0,Gameplay Access Issues,True
25f7aa05-3397-40f8-9f29-727ae9f1d87e,A Google user,played a few years back and wanted to play again but it won't load now. it will stay 1 start until fixed,1,0,1.69.0,2025-07-01 01:04:59,sadness,0.34,99.53363636363638,104,False,False,65,0,Gameplay Access Issues,True
4b3ce611-7c06-49f8-8fda-35fc65310300,A Google user,After reinstalling the game it tells me I can't start it due to no internet despite having my internet on. I rather enjoyed this game when it worked a few years ago.,2,0,1.69.0,2025-06-29 11:07:13,joy,0.2732,74.27000000000001,165,False,False,9,0,Gameplay Access Issues,True
78baf3da-ba13-40ed-b783-10a2608c0854,A Google user,"this was an amazing game, I wish it would be brought back with how fun I spent hours playing it, I'm sad the developers shut it down. not every game needs to be a cash game",5,1,1.65.0,2025-06-19 19:44:26,surprise,0.8176,82.815,172,False,False,0,7,Other,False
8a14d9c2-ac1b-4c85-9d79-178b691f2ceb,A Google user,"please comeback, i miss this game so much T.T",5,1,1.55.0,2025-06-17 06:29:36,sadness,0.1779,103.70000000000002,45,False,True,3,7,Other,False
2719a4d0-91f0-4bc1-9016-d9d4ac789088,A Google user,"Nexon need to bring back this game. There's no game can beat Darkness Rises imo from the character creation towards gameplay was top notch. After the game got shutdown, I didn't even play any mobile games at all, just try searching & play few games kinda similar to DR but it only last 5 minutes lol, doesn't pick my interest unlike DR x.x",5,3,1.69.0,2025-06-13 12:06:01,neutral,0.1311,67.14543010752689,339,False,False,6,2,Game Nostalgia,False
fb8d1227-d1f8-46da-ade2-43d749637fe0,A Google user,gim sebagus ini sayang banget ya,5,0,1.56.1,2025-06-12 15:20:54,neutral,0.0,87.94500000000002,32,False,False,5,0,Gameplay Access Issues,True
0e360ccb-4ef7-423e-b073-6b421097cd16,A Google user,"to everyone asking if its still avalible anymore, it is not, it was shutdown but still deserved 5 stars for what theyw ere able to accomplish vs what other games try to nowadays in 2025, rip to a game i had to giveup because of storage before i could ever fully return",5,1,,2025-06-12 03:56:10,surprise,0.5719,32.03576923076925,268,False,False,0,7,Other,False
4c15bfb7-50f9-49ae-a7b0-0be605c9a248,A Google user,"It used to be an amazing game , since the company shutdown, it's not working",1,1,,2025-06-09 13:35:15,surprise,0.5859,71.76785714285715,76,False,False,-1,7,Other,False
5e39c382-49bd-4fd2-8f13-eada1a04d2b0,A Google user,I love this game but when I start the game up to play it won't load into the game... anyone else having the same problem as me or no?,5,4,1.51.1,2025-06-06 13:05:45,neutral,0.2846,92.9312931034483,133,False,False,65,0,Gameplay Access Issues,True
c0a228a4-be60-4dca-9438-afaf640a937b,A Google user,😍😍,5,0,1.69.0,2025-06-04 06:43:06,neutral,0.7184,0.0,2,False,False,7,3,Game Enthusiasm,False
e78db0ce-3a8e-49d3-ba54-6e283ab01d55,A Google user,"the game won't even start, keeps putting up a box saying I can't play without an internet connection even though I'm connected to the internet",1,1,1.69.0,2025-05-31 12:08:05,anger,-0.2584,52.86800000000002,142,False,False,-1,7,Other,False
206471b2-09a2-422b-9706-525396f4e3e7,A Google user,is this game dead?seems like it's shut down,1,1,,2025-05-29 17:54:37,sadness,0.3612,107.60000000000001,43,False,False,-1,7,Other,False
5d5788e2-ab17-42ef-8309-f24b75925c4b,A Google user,Why did not connect to version server.why?,2,0,1.69.0,2025-05-29 04:15:22,surprise,0.0,78.87285714285717,42,False,False,106,9,Server Connection Issues,True
2e28dd81-f445-4453-b405-da9d8df74b19,A Google user,"game does not open ""you cannot connect to version server with your Internet disabled"" even though WiFi is on and connected",1,0,,2025-05-28 12:03:00,neutral,0.0,48.54857142857145,122,False,False,11,9,Server Connection Issues,True
e739dbb8-3a7c-4566-bcbc-a55cba6261a1,A Google user,the game no longer works my bothers,1,2,,2025-05-21 14:02:37,sadness,-0.4588,90.95857142857145,35,False,False,79,0,Gameplay Access Issues,True
507c3ca9-01bf-4d8c-ac7c-e5f0582d88b9,A Google user,I love my game,5,0,,2025-05-15 13:25:39,joy,0.6369,118.17500000000001,14,False,False,82,1,Game Enjoyment,False
d8e98c9f-42e5-4397-8a95-262bde6ef60b,A Google user,"Why this game is still on playstore. Cloud Servers are down for this game. Can't even start it anymore, it is stuck on can't connect to data notification message.",1,5,1.69.0,2025-05-04 08:57:39,neutral,-0.25,77.41643678160922,162,False,False,-1,7,Other,False
ac7eb017-98c3-4297-a97b-d91a25cba887,A Google user,شاهکاره از این بازی گرافیک عالیش خوشم اومد بخاطر همین 5 🌟 میدم ارزش حجم دیتایی که کردم داشت,5,0,1.38.1,2025-05-02 06:25:12,neutral,0.0,103.965,91,False,False,47,3,Game Enthusiasm,False
1a8be4b6-48b2-4c1c-9214-dcb6cd128fe7,A Google user,game not opening sowing you cannot connect to the virsion server with your internet disabled. please check your network settings,1,0,1.69.0,2025-04-30 22:53:02,sadness,0.3182,57.09500000000003,128,False,True,-1,7,Other,False
f1b4f89d-1abc-4b99-addb-c0a95c094de3,A Google user,"I dropped it down to a three cuz I love the game. I played it for a while but had to delete it to make space on my phone. I just tried to re-download and it won't work. I get a message saying that I'm not connected to the internet when I am. Edit: Two years later, three phones down the line, and still have the same issue. I wanna play again 😡 Edit: Is the app even available anymore? I tried to email support and it denied me sending an email. I can't even start a new game. One star until helped.",1,23,1.69.0,2025-04-19 17:42:13,sadness,0.7269,87.50813725490198,499,True,False,-1,7,Other,False
a51d86dc-c90f-4032-800e-abf3d8d16a39,A Google user,"it was a brilliant game when it was still live and available. too bad it was shut down, very disappointed.",5,0,1.69.0,2025-04-12 22:44:03,sadness,-0.4754,78.24500000000002,106,False,False,0,7,Other,False
0d8f89fb-52fb-4c15-b9f3-e98b9c865a37,A Google user,R.I.P this game,5,0,1.69.0,2025-04-10 02:43:34,neutral,0.0,119.19000000000003,15,False,False,30,2,Game Nostalgia,False
69eebeac-131a-4191-8fc1-8f426a34c0fb,A Google user,on dis games,5,0,1.69.0,2025-04-02 09:22:57,neutral,0.0,119.19000000000003,12,False,False,16,2,Game Nostalgia,False
7c37b611-15c3-4b3f-8a56-ccd4a8a39e95,A Google user,"Update jangan keseringan dong developer, 6 bulan sekali gapapa deh. Soalnya sekali update download ukurannya gede",5,2,1.64.1,2025-03-28 21:33:25,neutral,0.0,45.377500000000026,113,False,False,5,0,Gameplay Access Issues,True
83aededf-3da5-4173-abf9-185a63fc3182,A Google user,جميله,2,0,1.66.0,2025-03-27 07:33:44,neutral,0.0,121.22000000000003,5,False,False,47,3,Game Enthusiasm,False
70c9ef1c-57ab-4afe-a8f1-8ee85e63bcfe,A Google user,"good game ever, but unfortunately why this game is closed??",5,0,1.60.0,2025-03-27 02:38:15,sadness,-0.3632,69.78500000000001,59,False,False,0,7,Other,False
7df59931-d7d9-4eff-be1c-49dfac14a969,A Google user,"I can not find a better RPG game than this. This has very good graphics and a lot of hotness, a completely addictive game..... you should relaunch this game.",5,0,1.69.0,2025-03-25 13:02:16,joy,0.1991,86.16816091954024,157,False,True,23,7,Other,False
fc541603-2fd6-4443-af81-b87a0944401a,A Google user,"Game won't load, it displays an error message about not being able to connect to the internet. This game was a 5 star but not any longer",1,0,,2025-03-24 13:07:10,sadness,-0.2144,74.06583333333336,136,True,False,-1,7,Other,False
cafaa2ad-6e68-48af-935a-ddb1680938ef,A Google user,bring it back,5,0,1.1.2,2025-03-19 03:08:02,neutral,0.0,119.19000000000003,13,False,False,3,7,Other,False
a42d793f-6cee-4df8-8d84-78f6750fe81d,A Google user,This is best RPG game that a person will ever find in playstore but the thing i hate most is it takes total of 3 months to make legendary gears .. and sometimes even after wasting for 3 months i didn't get expected gear so i stoped playing it for 2-3 months and it's so confusing of different gears for different PvP and pve and normal types ?? And there is very little ways to get scrolls and costumes and upgrading awakened skills and upgrading megicites are so time taking it's frustrating .,5,0,,2025-03-16 23:06:24,sadness,-0.9161,59.82500000000003,494,False,False,-1,7,Other,False
239b9569-0816-4c54-b73a-adbc8e5c3961,A Google user,Please bring a again this game Please,5,0,1.69.0,2025-03-16 19:27:06,neutral,0.5574,103.04428571428575,37,False,True,3,7,Other,False
9f2d4c59-28da-49eb-856d-25a4e5ea0354,A Google user,Honestly i loved this game and it saddens me to remove it because of all the effort I had put in just for it to be gone. For whatever reason I am unable to get into the game anymore it keeps telling me something about my internet being off. I am connected to wifi and I have unlimited 5g so im not even sure why I can't get in the game. Honestly it was a good game but to not even be able to get in for whatever reason is kind of sad and useless so I hate to say it but I am removing the game.,1,1,1.69.0,2025-03-09 11:20:10,sadness,-0.8954,65.82954439252339,493,False,True,9,0,Gameplay Access Issues,True
5c20b8f2-0f72-4cb6-b417-9b1654488d44,A Google user,Good,5,0,1.39.0,2025-02-26 22:49:51,neutral,0.4404,121.22000000000003,4,False,False,1,5,Enjoyable Experience,False
ec6df16b-8859-4a3e-865e-9f2f8251d7c9,A Google user,Please active the servers again this is masterpiece don't let this die its my request,5,5,,2025-02-26 08:21:33,neutral,0.5385,73.17000000000003,85,False,True,32,9,Server Connection Issues,True
51e3529f-ca22-4a75-a94e-1c76d7e6560e,A Google user,"Awesome, until I couldn't connect on my GALAXY S24 ULTRA!!!!!!!!",3,0,1.69.0,2025-02-25 19:24:40,surprise,0.7405,52.86500000000001,64,False,False,-1,7,Other,False
fbeabf1f-bcef-4739-aea9-3f6349020267,A Google user,"Game is cool for an RPG. Characters are super customizable. Also like the graphics when the special skills are activated. Can't even get past the can't connect to server because my Internet is out, but it's not out your game is out that's what's out.",1,1,1.39.0,2025-02-20 12:31:21,neutral,0.6908,75.09625000000003,250,False,False,-1,7,Other,False
8461b2d9-7586-4e22-98d8-f6fb546785d4,A Google user,"Nice game, why this not in the list, can you bring back this game, please, thank you",5,3,1.31.0,2025-02-20 00:11:58,joy,0.765,104.98000000000002,84,False,True,3,7,Other,False
eafabd8e-e2f2-43c8-aa29-99271b9001b1,A Google user,"Despite being discontinued in 2022, this RPG remains my favorite. I greatly appreciate its high-quality graphics, gameplay, controls, and compelling storyline. It was a truly exceptional game. It remains a benchmark against which I judge all other RPGs. I'm a huge fan, and I hope someday they'll comeback :) I miss playing Darkness Rises.",5,15,,2025-02-17 06:50:10,joy,0.9552,55.60807547169813,339,False,False,6,2,Game Nostalgia,False
93c13f22-65f1-4b06-9deb-6001a1323eb9,A Google user,Good game,5,0,,2025-02-09 09:21:54,joy,0.4404,120.20500000000001,9,False,False,2,6,Positive Game Feedback,False
a9724b2c-6b0c-460b-8a20-4b40eb40bdbb,A Google user,In my experience-this is the best game ever developed for android,5,3,,2025-02-02 23:10:04,joy,0.6369,57.23363636363638,65,False,False,-1,7,Other,False
e98641ea-be5f-4444-886f-55a174150ce7,A Google user,Love the game. Honestly can't say i really have anything bad to say about it. Though i would like to see a Monk/Fist fighting type character added. I wish this game could come back some day. As it was one of the best mobile games i have ever played.,5,3,1.41.0,2025-02-02 18:00:24,joy,0.9142,89.84310204081633,249,False,True,-1,7,Other,False
02ec058a-f46a-45cc-9046-6e7cf33139c7,A Google user,Guys what is going on with this game it's not working!!!!!!!!!,1,0,1.69.0,2025-02-01 22:21:05,disgust,0.0,95.68818181818183,62,False,False,79,0,Gameplay Access Issues,True
d05253de-e4c4-49d5-aef9-ecedba26d629,A Google user,omg please bring this game baccckkk!!!!,5,1,1.69.0,2025-02-01 04:54:20,surprise,0.5374,73.84500000000001,39,False,True,3,7,Other,False
b960bd1b-762a-4927-8982-172e13fc2621,A Google user,Been playing this game for a long time now won't let me even login to the game at all keeps saying my internet isn't connected,3,2,1.69.0,2025-01-30 13:29:36,neutral,0.2023,66.40400000000001,126,False,False,-1,7,Other,False
025ede32-1385-4f20-98ff-d7c53e83f3b6,A Google user,"Not impressed, just downloaded it damn thing won't even let me start the game keep saying I have my network is disabled but I have full signal on my Wi-Fi and I'm totally connected to my cell phone service where is the disability? Personally I think the game sucks",1,1,1.69.0,2025-01-28 07:24:10,disgust,-0.7075,59.383826530612254,264,False,False,-1,7,Other,False
db9003d2-1ff2-49e1-a6c0-c183de8a148c,A Google user,"You cannot connect to the network server Error is coming,can you please solve this. Now ,I can't play this game because of the error I tried all the possible ways to solve this error Now don't know what to do By the way I really liked the game",4,1,,2025-01-21 06:37:35,sadness,-0.3753,74.96250000000003,243,True,True,32,9,Server Connection Issues,True
08e8ddfd-2761-4d1e-bbff-ba17006d2381,A Google user,I have deleted and installed this game for the third time and it keeps telling me that me Internet is disabled pls fix,1,1,1.69.0,2025-01-19 00:31:16,sadness,0.0772,69.46391304347827,118,False,False,66,0,Gameplay Access Issues,True
799b81f9-4179-47fc-bf56-8626b801697b,A Google user,Please bring the game back,5,4,,2025-01-15 13:49:22,neutral,0.3182,117.16000000000003,26,False,True,3,7,Other,False
c8814ffb-01ff-411c-975a-1c327d694c5e,A Google user,"The game's graphics, controls, music, sound design, and narrative are exceptional. However, I am rating it one star due to connectivity issues. Is the game officially offline? If so, please reinstate online functionality. I thoroughly enjoyed the compelling storyline; it is the best mobile game I have encountered in a considerable time.",1,0,1.69.0,2025-01-14 09:21:00,joy,0.8947,43.34823076923078,338,True,True,90,0,Gameplay Access Issues,True
aa710672-e905-4ec8-8c3d-2c80476884ce,A Google user,"Kembalikan game ini, please!",5,0,1.45.0,2025-01-12 16:51:52,neutral,0.3802,75.87500000000001,28,False,True,5,0,Gameplay Access Issues,True
44c5815e-ebf9-4db8-8e25-b0e8dd0a991a,A Google user,"Why you stopped this game?!? This game is the best than other mmorpg games out there, you betrayed me nexon, you stabbed me right on the heart",5,4,1.69.0,2025-01-12 07:11:49,anger,0.3076,99.13250000000002,142,False,False,15,2,Game Nostalgia,False
8bcdce59-ff6d-4895-a1fa-217161c6a0af,A Google user,"I've played this game before and it's really fun. But now when I try to re-download it, the game keeps telling me there's a network issue, my Internet is not disabled but your app says it is, even though I'm on full good Wi-Fi and mobile data. Why can't I play it anymore? My phone's data is not disabled either. Does this game even exist anymore?",1,1,1.51.1,2025-01-12 06:41:32,neutral,0.6861,76.79154545454547,347,True,False,-1,7,Other,False
a97120bd-f64d-4911-8d5c-5fb061b86142,A Google user,"Hello, don't be bored, dear game makers, my name is Muhammad and I used to play this game since I was a teenager, I used to play it with my father's phone, the game was wonderful and unique, I can say that this game is the best masterpiece of Google Play, I now have a phone I bought it for myself and downloaded this game on my phone, but when I enter the game, a notification says that you cannot connect to the version server because the internet is disabled. Please check your network settings.",2,1,1.69.0,2024-12-29 01:26:21,sadness,0.9075,45.52565789473685,498,False,True,11,9,Server Connection Issues,True
483d3709-c9e2-40b3-9a36-98b2c67e4fe9,A Google user,"I REALLY wanted to play this game. I installed and uninstalled it multiple times, but it keeps telling me something is wrong with my internet.",1,1,1.69.0,2024-12-26 11:40:15,sadness,-0.4567,75.70750000000002,142,False,False,9,0,Gameplay Access Issues,True
a9f39a71-40d3-4273-bc11-89f2ab4df862,A Google user,Very good graphic,5,0,1.54.0,2024-12-24 18:55:59,joy,0.4927,62.79000000000002,17,False,False,59,8,Impressive Graphics,False
