id,user,text,rating,likes,app_version,date
c8d745f9-ac97-4d79-8cc2-66a1c13cd98d,A Google user,LOVE IT,5,0,10.4.1.0,2025-07-25 14:23:44
6f3f16bc-c50e-4ebd-8614-1f8d98a9ead8,A Google user,So addicting!! Love it 💞,5,0,10.4.1.0,2025-07-25 11:16:12
2e874c7b-49c3-4a7a-903c-98a8c6b0e20f,A Google user,Bubble Witch 3 Saga Game It's A Amazing Game. Sometimes It's Too Hard But It's Very Good Game.,5,0,9.8.0.0,2025-07-25 09:58:00
3823e6f6-f33d-4930-a032-3efdc9e7668c,A Google user,the game is relaxing and fun,5,0,10.4.1.0,2025-07-24 16:25:02
d9ffa044-7eb4-433e-984d-bbc54c96a85a,A Google user,I've been playing this game for a long time love it,5,0,10.4.1.0,2025-07-24 16:10:25
3c8a220b-3a3b-4990-8d29-1be98998bcf0,A Google user,Still having fun after years!!!,5,0,10.4.1.0,2025-07-24 12:45:58
f9bec285-604d-49c4-a983-1a8c9befa2c0,A Google user,Awesome,5,0,10.4.0.1,2025-07-24 10:52:12
656f10fd-7122-4678-acce-bf270df17242,A Google user,"BEST GAME EVER!!! WOULD NEVER PLAY ANY OTHER GAME, THIS IS THE BOMB!!...PEACE",5,0,10.4.1.0,2025-07-24 09:59:46
cbc886c8-9942-4952-8a88-38209f95e7cd,A Google user,l lose games because of the ads,4,0,10.4.1.0,2025-07-24 07:36:27
a5fdfa5a-1eaf-475e-89b9-d26d6a9f9f88,A Google user,good,5,0,10.4.0.1,2025-07-23 02:43:50
6f1459a7-55ed-421b-93a1-15e2f2fcb3f1,A Google user,"this game is great fun. It makes it seem like time just flies by. after playing the game for about three years , off and on again, I found the game is still a lot of fun . however you will notice that I have taken a star from my original rating. that's because I found that unless you purchase the in app spells and extra bubbles your not going anywhere very fast. otherwise I still play the game, and it's still fun just not as much. okay it's 2025 I'm still playing the app., so that's good right?",5,11,10.4.0.1,2025-07-22 18:35:05
626946ce-15b9-4e70-8b7f-239685baff95,A Google user,the best game! best graphics.,5,30,10.4.0.1,2025-07-22 07:42:15
9968a489-cb65-449b-8826-c0d12aa4693b,A Google user,good fun,5,0,,2025-07-22 02:01:19
df96c016-3eeb-4914-9bb5-4b19cec9c6cd,A Google user,love it!,5,0,10.4.0.1,2025-07-22 01:44:51
94d0b3a9-5764-4746-9268-304b00119cd7,A Google user,Exciting game,5,0,10.3.0.0,2025-07-22 01:01:12
2a65294f-d3ca-4171-bb1d-0fe7f13f58e2,A Google user,fun but got old quickly,4,0,,2025-07-21 23:11:24
a4c2fcf9-0e92-4128-90d3-08f39114c81a,A Google user,I have not played bubble witch saga for a long time. the 3 one,5,0,10.4.0.1,2025-07-21 14:28:37
fa8c7b89-79c4-44d5-a277-6f27eb9d0994,A Google user,it's great,4,0,10.4.0.1,2025-07-21 13:43:31
c23f0397-b91e-4d0d-ad2b-7b2a415c13a5,A Google user,Amazing bubbles,5,0,,2025-07-20 23:54:49
f6c27adb-31d0-4009-a230-8a177bfbabdc,A Google user,great thought and accurate aims are fun,5,0,10.4.0.1,2025-07-20 23:21:56
75dd3540-b384-475b-93c2-2e015d899757,A Google user,I've been playing Bubble Witch for years. It's my favorite game!,5,0,,2025-07-20 22:12:09
c65986c0-808b-44af-8f93-c27293579f4d,A Google user,kills time,5,0,10.4.0.1,2025-07-20 17:21:26
ef52653a-1b9a-4d0d-bce8-2389707d5078,A Google user,I absolutely love this game. j wish there was a way to win the gold bricks because I can't buy them On to more playing.,5,0,10.4.0.1,2025-07-20 17:11:26
dc33c23b-62de-4601-ae26-ae6f754db2c1,A Google user,it is a cool game,5,0,10.4.0.1,2025-07-20 17:06:14
354b3db3-8e06-47d3-94d1-0fb3fbfaa2ce,A Google user,iko poa,5,0,10.4.0.1,2025-07-20 13:44:18
8e67b8d6-30a8-4c0c-993d-0f828e3eb6ea,A Google user,I just enjoy the game,5,0,10.4.0.1,2025-07-20 12:46:18
c5d5aa52-9232-430b-825e-e8827da89c58,A Google user,"Hey, I have years playing and everything time I change phone I download it because it's awesome!",5,0,,2025-07-20 10:04:56
68367b2b-ca2c-4e87-b2b7-7eb28e97dd1c,A Google user,"When I get up to level 300, it starts getting harder. This morning I was somewhere past level 400 and spent a week trying to clear the board & not have to spend any money on it. So I just uninstalled the game and then reinstalled it. This is the highest I've gotten in a game, because I've had to do the uninstall /reinstall thing several times if I'm stuck over a week. I only buy gold when I absolutely have to. Please lower the price of the gold as we're all avid players & deserve it!!!",4,4,10.4.0.1,2025-07-20 09:33:06
352c2721-4b1d-4e98-878c-fe8ec48a4997,A Google user,love this game 100000000000,5,0,10.4.0.1,2025-07-20 08:12:51
b5539242-15e0-47c2-8895-66c1a5dde1c4,A Google user,it's never boring.. no commercials. I really enjoy all the stuff it offers.,5,0,10.4.0.1,2025-07-19 19:36:53
b3644972-93b3-4430-a657-7b4fa1ea3d0d,A Google user,great game been playing it for years,5,0,10.3.0.0,2025-07-19 19:03:36
82d04ee0-867d-4eed-ba84-9bf45233f622,A Google user,"I enjoy the game however you have to purchase the piggy bank, which i did but never received it. But I still got charged for it.",2,0,10.4.0.1,2025-07-19 18:41:45
be8c314a-e121-4803-97c8-59357c9b4517,A Google user,fun game,5,0,10.4.0.1,2025-07-19 18:18:31
d68a1cc0-38cb-42c8-9207-a719ec3a2027,A Google user,I love the so much I play every day,5,0,10.4.0.1,2025-07-19 13:39:36
6e7a387c-f2b2-44b1-a8df-7a44ee7786fd,A Google user,"Used to be a good game, but now it ruined by the over-long and repetitive adverts.",2,0,10.4.0.1,2025-07-19 13:01:52
be7e6184-07cb-455d-980c-038cf6c79ed3,A Google user,"This game is tons of fun, I've played it for years. I even have a chart that shows me everything happening on the first 1500 levels, and that's how I know that they've been changing a lot of things. The game still glitches, but not as much. However, they've taken away most of the easy, fun levels scattered throughout. A money grab I'm sure. Disappointing.",4,760,10.2.1.0,2025-07-19 09:50:04
2721465e-6167-4054-8a4f-359d3fba4935,A Google user,I love playing with Stella and I just love it when I beat Morgana.,5,0,10.4.0.1,2025-07-19 09:46:42
b6570099-af19-4930-92b1-c66f6161dc05,A Google user,👌👌❤️❤️❤️👍 👌😀😀🙏🙏😊😊☺️☺️☺️ super,5,0,10.4.0.1,2025-07-19 03:44:56
65c3157c-c583-4581-86af-6c1195e969d9,A Google user,I love and I like is game's very much 💕💞💜💚💓💗,5,0,,2025-07-18 22:30:12
36ef27ac-dc71-48f0-b56b-337a1e7e196f,A Google user,good game,5,0,10.4.0.1,2025-07-18 17:58:46
40f610b2-1286-495f-b1c7-8c134327ce0b,A Google user,it's a good game,4,0,10.3.0.0,2025-07-18 16:06:58
f177e717-fafb-45e6-8d1c-71dfd1053661,A Google user,I love Bubble Witch. It's a really enjoyable game to spend lots of time.,5,0,10.4.0.1,2025-07-18 12:13:49
0ae4a42e-bb64-4ae7-9a00-59dd94610617,A Google user,helps keep me busy during surgery! Love building up my yard.,5,0,10.4.0.1,2025-07-18 09:10:24
657f8e1b-7bdf-4773-8550-d286801168fa,A Google user,Great time!!! 👍 😃👍 Enjoy!! Have fun....🥳👍,5,1,10.4.0.1,2025-07-17 20:09:52
