id,user,text,rating,likes,app_version,date,text_length,vader_sentiment,emotion,readability,contains_bug_keywords,contains_request_keywords,topic,topic_prob,merged_topic,merged_topic_label,pain_point
9a2e3a22-5f00-42f9-afe5-d6f60099bb8c,A Google user,"slop. no thinking, just basic math",2,0,,2025-07-25 17:49:34,34,-0.296,neutral,87.94500000000002,False,False,14,0.6645253313346221,12.0,"casual, mindless fun",False
3e385631-fd19-49f7-83a9-68224302eb1e,A Google user,"very good, fun",5,0,1.250.002,2025-07-25 17:19:25,14,0.7764,joy,90.99000000000004,False,False,11,0.6199215150399136,9.0,fun and entertainment,False
84d74a4c-0f02-4361-b9c6-7c2523f9dad5,A Google user,I've noticed that the game has been a lot slower lately and will sometimes crash. Please fix this!,3,3,1.250.002,2025-07-25 13:53:28,98,-0.1759,sadness,94.30000000000001,True,True,52,1.0,41.0,app crashes and stability,True
6a12a4ff-6869-4fbe-bd29-9a688ffd50f1,A Google user,It is not like it's advertising.It's a money pit Prices go up and harder to get stuff in the game You wanna play?Do not spend one cent,2,0,1.250.002,2025-07-25 13:37:33,134,-0.2755,neutral,88.03333333333336,False,False,-1,0.0,,Unknown,False
c64ef112-3f89-492d-be41-d39fd7066c17,A Google user,Garbage. Nothing like the ads. Avoid.,1,0,,2025-07-25 13:00:02,37,-0.5122,disgust,73.84500000000001,False,False,-1,0.0,,Unknown,False
0ff20bab-2ada-47a7-af84-faa3ccbca46d,A Google user,Great game for passing time and to play friends I think it's pretty fun to,5,0,1.250.100,2025-07-25 09:38:18,74,0.9442,joy,95.73000000000002,False,False,-1,0.0,,Unknown,False
1728ee70-f5a6-400c-bbb7-89cd5fb19695,A Google user,"This is a fantastic game. The gameplay, the graphics, the events, all of the game modes... are amazing. There's no ads unless you watch a video for a reward, you can easily progress through characters/battles without spending money, and you can literally spend hours doing things in the game. My only criticism is that the advertised gameplay (Galahad battle) ONLY exists at the very beginning of the game, when you first begin playing. I have not seen any since maybe level 5. I'm 70 now.",5,0,1.250.002,2025-07-25 09:03:10,489,0.886,neutral,62.07230392156865,False,False,-1,0.0,,Unknown,False
030927e9-68f8-409d-a621-fcde017014c6,A Google user,"You can't play if you don Accept TO SHARE PERSONAL INFORMATION WITH THIRD PARTY??? Of course I don't want to....., so I won't play",1,0,1.250.002,2025-07-25 07:42:27,130,0.7139,neutral,89.44,False,False,0,1.0,0.0,data privacy concerns,False
a01a5a94-00eb-4706-bcd9-95b04fc7b404,A Google user,nothing like the ad. and no tutorial. awful. played for 5m and delete. dont bother,1,0,1.250.002,2025-07-25 07:06:46,82,0.383,sadness,77.68000000000004,False,False,21,0.5766345879978594,18.0,excessive ads and uninstallations,False
379782ec-2bcc-48e4-9db2-a49b37473e8c,A Google user,"made a purchase on this game and the day afterwards, I woke up to my account gone. Putting a 1* review until they explain why this happens.",1,0,1.250.002,2025-07-25 06:24:37,139,0.0,surprise,80.33250000000004,False,False,-1,0.0,,Unknown,False
5a33fff5-ae7e-4f10-af35-f0c1143d983a,A Google user,❤️,5,0,1.235.001,2025-07-25 04:00:31,2,0.0,neutral,0.0,False,False,7,0.2730666302025045,5.0,positive reactions,False
b358ba70-0400-4569-a651-c249ab3d2eeb,A Google user,"Since yesterday I am unable to login. the game gets stuck on the splash or once i reach the dashboard, it shows loading and it never ends. what's the matter?",5,0,1.250.100,2025-07-25 01:42:53,157,-0.2023,sadness,86.70500000000001,False,False,57,1.0,44.0,login and account issues,True
adab3b76-a545-41c7-957e-c19e5e4e2cac,A Google user,this game is simply awesome and I love the game and the characters that's in there,5,0,1.191.000,2025-07-24 20:45:59,82,0.8519,joy,84.845,False,False,95,1.0,71.0,character design and art,False
08be2bc0-ed0c-4870-b6dd-af7fd458c1c8,A Google user,"I un-installed this game right after installing it. Didn't like that you have to accept the option to let the game transfer your personal data to third party companies, just to play the game. No thank you.",1,0,,2025-07-24 16:10:57,205,0.5393,neutral,77.70585585585587,False,False,0,1.0,0.0,data privacy concerns,False
eb0467d1-31c3-4222-8e75-f506b0a32d96,A Google user,The game play is nothing like the advertisement. I played the first level and cannot do any more unless I either pay or download other games.,1,0,1.250.002,2025-07-24 07:14:18,141,0.316,neutral,73.24769230769233,False,False,-1,0.0,,Unknown,False
d2f0ee2d-d5ef-40da-8506-26caf23cbba5,A Google user,I like legit games,5,0,1.250.002,2025-07-23 22:24:02,18,0.3612,joy,97.025,False,False,-1,0.0,,Unknown,False
191f7ef4-28d5-4b15-936c-85d147852cb7,A Google user,easy to play....don't have to spend to much money in it if at all....and very fun gameplay...,5,0,,2025-07-23 19:16:46,93,0.7574,joy,86.62450980392158,False,False,29,0.5593245823266341,25.0,casual and fun gameplay,False
23b0bec9-daf7-49fc-a574-4f85116844aa,A Google user,"Reminds me of a game I used to play all the time as a kid, I would've downloaded it MUCH sooner if the ads were honest but eh more people got to give it a try this way. Leveling & gearing up your heroes gets harder as you go but it's still my favorite mobile game, and that's saying a lot. Free play can get you places if you're consistent enough—ads are optional as well. Edit: Legends Draft has bugs, it selected the hero I didn't choose and cost me the round so, please fix that.",5,858,1.250.002,2025-07-23 16:43:29,482,0.9839,neutral,74.08453947368423,True,True,2,0.9051363470646229,2.0,misleading ads and monetization,False
d8cce6e2-22ba-46c7-9020-8ee2ee8949f9,A Google user,the ad is like 1% and of the rest of the game is timers and micro transaction I know that's a mobile game thing but micro transaction and timers is why me and a lot of people don't like mobile games,1,1,1.250.002,2025-07-23 13:41:28,198,-0.2299,neutral,57.92243902439027,False,False,2,0.9704713460509351,2.0,misleading ads and monetization,False
44cb8135-8c49-4991-b0a9-6fdc5de35215,A Google user,fun game,5,0,1.250.002,2025-07-23 09:51:23,8,0.5106,joy,120.20500000000001,False,False,14,0.7792910826800993,12.0,"casual, mindless fun",False
