id,user,text,rating,likes,app_version,date
9082805b-a8bf-4610-8017-cc4aea3bc9f6,A Google user,awesome,5,0,8.9.1,2025-07-25 17:53:38
55179fa7-179d-4214-a166-e1d992f4d9c8,A Google user,enjoy x,5,0,8.9.1,2025-07-25 17:26:38
170f0c22-a904-48f3-a990-5ccfb82ce573,A Google user,fun game it makes me think,5,0,8.9.1,2025-07-25 16:40:43
85375afd-830a-40bb-ac7a-234b59533a8a,A Google user,Misleading ads played for this game.,1,0,,2025-07-25 12:39:41
c6c3eb2a-55d9-4251-a0f5-dbf973754d8d,A Google user,wow,2,0,8.9.1,2025-07-25 12:38:03
3f152f2b-135f-42ae-864f-03a44326dbe3,A Google user,"love this game, but the new expedition (mystery of the red queen) is not showing on my app. 🥲",3,0,8.9.1,2025-07-25 12:33:08
146b5ace-5417-47b9-8a08-ca3900dd483a,A Google user,very nice and interested,5,0,,2025-07-25 09:52:35
ffb99135-5089-4471-a89d-e4995b05440f,A Google user,moves a little slowly,3,0,8.9.1,2025-07-25 09:49:09
8c01559f-6d76-4611-b474-c19f21e8fab9,A Google user,"i don't like the display of the newest version, the fruits looks like plastic :""",4,0,8.9.1,2025-07-25 08:57:16
97a075c3-c309-4ae1-baea-20e4207ea234,A Google user,good game,5,0,8.8.0,2025-07-25 08:25:22
f557cb3a-bc99-42be-9120-99ce7fb2cc93,A Google user,totally unplayable as the game developers manipulates the game too much 😡😡😡😡😡😡😡,1,0,,2025-07-25 08:25:14
efa145f4-4dcb-406e-b39a-2ea5713db005,A Google user,"well let's see. number one I love on a very fixed income ,can't always purchase items to beat a level. like today no moola . 2. going to u tube to get help but the walk through isn't how the colored items to match in LEVEL 269 19 MOVES. ISNT THE SAME AS YOUR WALK THROUGH. I CANT BEAT IT FOR ALMOST OR COME NEAR IT FOR A WEEK. NOW GOOD POINTS LOVE AUSTIN LOVE THE CHaracters. storyline etc. amazing job of how they interact with the players. plus your sense of humor is fantastic. Help! 😁",4,0,8.9.1,2025-07-25 07:57:24
bbe745d2-d9a3-4ce7-9c80-b310d74480b1,A Google user,"I'm looking for a way to unwind and relax, and the insurmountable nature of some of the boards (w/o using a multitude of resources and TIME) make it unenjoyable and stressful 😝! The lateat update is not fun AT ALL and have uninstalled 🙁.",2,0,,2025-07-25 07:33:47
3822dd94-d335-448b-bac8-2176a7e8a755,A Google user,Great game.,5,0,8.9.1,2025-07-25 06:54:21
e1c700a4-878e-4aeb-954e-215a18b7c917,A Google user,Great App,5,0,8.9.1,2025-07-25 06:18:34
1ff24692-4cf0-46d4-9c5d-c79109b68b89,A Google user,cool,4,0,8.9.1,2025-07-25 05:10:15
c92db825-626f-4d59-a57e-33769fd9678d,A Google user,such fun,5,0,8.9.1,2025-07-25 04:42:58
6ed3c123-4488-4870-9152-1fa238f4b588,A Google user,very good for mine,5,0,8.9.1,2025-07-25 04:40:20
81e627bb-584a-4880-b139-cb65e6ec16d5,A Google user,I love this game so much that's all,5,0,8.9.1,2025-07-25 04:35:14
c3483afd-9c04-4ffd-89b3-ed0875b5a860,A Google user,"It’s a pure fraud. Making us play competition and not awarding the wining prize. It happened twice, no answers even after raising queries. If you don’t have enough coins you can’t beat levels  Shame one them  Highly not recommended to play",1,0,5.1.0,2025-07-25 04:05:13
d3ab93b7-20cb-4c6a-b9be-1b3fd65dcdf0,A Google user,Osam experience,5,0,,2025-07-25 03:39:55
eec3038f-ce2f-4eef-9260-185c63ac5787,A Google user,More games is better,5,0,8.9.1,2025-07-25 03:09:09
3aac21f4-886f-4d92-be5f-bb6389457a0f,A Google user,weldone,5,0,8.9.1,2025-07-25 02:39:32
d61d5631-de4d-40da-85c9-bd93988a281e,A Google user,the game is fun to play,4,0,8.9.1,2025-07-25 02:37:47
750fde5d-fa46-4d9b-acb4-778bb1ef41c9,A Google user,Good games,5,0,8.9.1,2025-07-25 02:33:04
5956cb92-d362-4ff6-a878-152598ec8140,A Google user,Excellent,5,0,8.9.1,2025-07-25 02:24:10
8a4ef951-1f75-4b68-b39f-06a638dfc082,A Google user,this game is so beautiful love to play this game,5,0,8.9.1,2025-07-25 01:30:50
5fcc471b-74ec-4179-9d86-05267f78de62,A Google user,good,5,0,8.9.1,2025-07-25 00:57:24
