merged_topic_label,total_reviews,avg_vader_sentiment,avg_text_length,avg_readability,bug_keyword_rate,request_keyword_rate,pain_point_flag
"""addictive fun""",24,0.3585958333333334,21.75,30.568147893772917,0.0,0.9166666666666666,False
"""addictive gameplay""",36,0.5341638888888889,63.44444444444444,69.14339415513535,0.0,0.9166666666666666,False
"""amazing app experience""",31,0.5493290322580645,7.645161290322581,-46.06419354838706,0.0,0.0,False
"""best game ever""",36,0.5994805555555556,26.083333333333332,93.06121031746034,0.0,0.0,False
"""boring game experience""",19,0.26523157894736843,49.05263157894737,89.77011278195491,0.0,0.0,True
"""enjoyable simple game""",28,0.5460035714285715,18.142857142857142,89.35857142857147,0.0,0.0,False
"""fun and feature-rich""",15,0.5686666666666668,19.066666666666666,111.39514285714289,0.0,0.06666666666666667,False
"""fun game experience""",88,0.5068454545454546,3.590909090909091,118.24363636363638,0.0,0.0,False
"""highly enjoyable app""",12,0.6225333333333334,14.166666666666666,115.07291666666669,0.0,0.0,False
"""interesting game experience""",27,0.49467777777777777,14.518518518518519,12.798518518518547,0.0,0.0,False
"""interesting puzzle game""",21,0.5256761904761904,30.61904761904762,59.67500000000002,0.0,0.0,False
"""superior quality praise""",73,0.4958630136986301,5.8493150684931505,33.81856164383565,0.0,0.0,False
Unknown,692,0.40816878612716767,73.71387283236994,80.8318094500633,0.030346820809248554,0.09248554913294797,False
account deletion/update issues,33,0.0865878787878788,120.93939393939394,78.47071319472442,0.18181818181818182,0.2727272727272727,True
ads in game,138,-0.0428536231884058,120.94202898550725,81.1407488131324,0.043478260869565216,0.2028985507246377,True
affirmative responses,66,0.2740166666666667,3.696969696969697,47.77356060606064,0.0,0.015151515151515152,False
ai replacing human staff,17,-0.0293,88.6470588235294,73.76433747498334,0.0,0.058823529411764705,True
amazing game reviews,30,0.5556933333333334,18.6,42.39173809523812,0.0,0.0,False
app aesthetics praise,14,0.5633714285714285,9.857142857142858,16.04214285714289,0.0,0.0,False
app praise,25,0.560756,34.96,106.1623366547246,0.0,0.04,False
app quality feedback,37,0.4857297297297298,13.837837837837839,98.22167953667955,0.0,0.0,False
awesome game reviews,32,0.566771875,16.09375,83.56015625000002,0.0,0.03125,False
best game reviews,12,0.6091916666666667,22.166666666666668,106.08020833333336,0.0,0.0,False
best gaming experience,58,0.5566120689655173,13.827586206896552,107.88772167487686,0.0,0.0,False
booster issues and fixes,20,0.095245,134.05,78.68910576021025,0.25,0.1,True
brain-boosting games,10,0.74086,71.0,77.89021957645937,0.0,0.0,False
candy crush enjoyment,24,0.4024625,32.541666666666664,89.80822041316527,0.041666666666666664,0.0,False
candy crush saga game,31,0.5940741935483871,84.16129032258064,76.4605795730126,0.03225806451612903,0.06451612903225806,False
challenging and exciting fun,33,0.5691818181818182,30.78787878787879,57.08996572805188,0.0,0.030303030303030304,False
easy classic puzzles,12,0.469325,9.666666666666666,31.497083333333364,0.0,0.0,False
emotional love experiences,12,0.4507666666666667,9.833333333333334,90.41166666666669,0.0,0.0,True
enjoyable fun game,20,0.75198,11.0,95.32700000000003,0.0,0.0,False
enjoyable gameplay experience,52,0.6721673076923077,33.03846153846154,97.0017579755516,0.0,0.0,False
enjoyable games,30,0.46987666666666666,13.266666666666667,118.39650000000002,0.0,0.0,False
enjoying the game,11,0.6236272727272727,46.63636363636363,75.60210448642269,0.0,0.0,False
enjoyment and satisfaction,32,0.5053,12.03125,-27.305781249999967,0.0,0.0,False
enjoyment of candy crush,40,0.6760200000000001,118.6,78.84353602749351,0.025,0.075,False
entertaining and fun,24,0.6207333333333334,22.041666666666668,49.343333333333355,0.0,0.0,False
excellent game praise,13,0.5658076923076922,13.846153846153847,42.03461538461541,0.0,0.0,False
excitement and enthusiasm,17,0.5233235294117646,14.352941176470589,-8.568949579831907,0.0,0.0,False
expressions of affection,21,0.46166666666666667,9.285714285714286,114.93023809523811,0.0,0.0,False
fantastic game reviews,10,0.5631999999999999,15.9,35.40200000000002,0.0,0.0,False
favorite foods,10,0.22401,10.8,14.861000000000029,0.0,0.0,False
favorite game,19,0.3169105263157895,20.0,78.13000000000002,0.0,0.0,False
fun and enjoyable,24,0.5323583333333334,19.958333333333332,101.60444669913421,0.0,0.0,False
