merged_topic_label,total_reviews,avg_vader_sentiment,avg_text_length,avg_readability,bug_keyword_rate,request_keyword_rate,pain_point_flag
Enjoyable and Fun,598,0.5509622073578596,33.70401337792642,70.97642907496143,0.0016722408026755853,0.13879598662207357,False
Game enjoyment,255,0.44444823529411764,40.16470588235294,93.82110719453662,0.0,0.01568627450980392,False
Gameplay enjoyment,217,0.30014976958525347,32.17972350230415,88.58350945644356,0.0,0.009216589861751152,False
Love and Affection,218,0.37506100917431195,22.472477064220183,86.5106875747906,0.0,0.0045871559633027525,False
Other,1653,0.3435264367816092,96.62008469449486,81.28160563555473,0.034482758620689655,0.07017543859649122,False
Positive Game Feedback,723,0.5561690179806362,15.821576763485478,104.05852989679755,0.0,0.0013831258644536654,False
Positive Praise,227,0.5639748898678414,9.616740088105727,49.921563876652016,0.0,0.0,False
Positive Sentiment,209,0.5447956937799043,10.488038277511961,90.17809006782694,0.0,0.004784688995215311,False
Relaxed vibe,672,0.37550669642857143,6.501488095238095,109.31267210468107,0.001488095238095238,0.0,False
Strategy & Tactics,228,0.4347122807017544,38.719298245614034,96.5874625231732,0.008771929824561403,0.017543859649122806,False
