id,user,text,rating,likes,app_version,date,text_length,vader_sentiment,emotion,readability,contains_bug_keywords,contains_request_keywords,topic,topic_prob,merged_topic,merged_topic_label,pain_point
d4cf6ff8-e5e9-4d23-ae15-5e9ea6da174a,A Google user,free fire gives us peak level battle gaming experience I like this game,5,0,,2025-07-25 18:20:52,71,0.2023,joy,63.486153846153854,False,False,2,1.0,2.0,free fire praise,False
a9ae43d0-fbf1-4675-b93a-61a177bbc613,A Google user,free fire download 🎁💎,4,1,2.112.1,2025-07-25 18:20:47,21,0.5859,neutral,62.79000000000002,False,False,29,0.07893337529349606,27.0,free fire game,False
6ca04695-28af-43ba-bbbe-f1e9e040cecf,A Google user,very nice legend game in world,5,0,2.112.1,2025-07-25 18:19:54,30,0.4754,joy,87.94500000000002,False,False,104,1.0,88.0,legendary gameplay,False
2d0ee7f4-12d7-4881-8c52-9d7adcb4e5ac,A Google user,free fire Mela dil khush Kar Diya,5,0,2.112.1,2025-07-25 18:19:02,33,0.2263,joy,103.04428571428575,False,False,-1,0.0,,Unknown,False
c3a38b17-3222-47f6-9078-3ae944e1f1fa,A Google user,we need old peak,1,0,,2025-07-25 18:17:19,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
d2699cd8-187c-496d-93c0-0e5b1b7ddc56,A Google user,khushdil,5,0,2.112.1,2025-07-25 18:15:08,8,0.0,neutral,121.22000000000003,False,False,117,0.9740553786580525,99.0,love and affection,False
aab4bf65-7196-4276-a9ca-6825e4eef8f8,A Google user,best game,5,0,,2025-07-25 18:14:50,9,0.6369,neutral,120.20500000000001,False,False,5,0.5321359110970552,5.0,top games,False
8b38d067-4c8b-4909-9092-3fafd4e1998c,A Google user,game is too much lagging. 😞 what's wrong in the game? why it don't work? why I can't see the game lobby? 😠😡,2,0,2.112.1,2025-07-25 18:08:08,107,-0.9009,sadness,108.84910714285716,False,False,69,0.8143795316781515,60.0,lag issues,True
b974f764-72a3-4cf3-bf16-8d7e2c894259,A Google user,Mene weekly Purchase keya Par Dimond nhai mela Paisa Gaya 160 😭 Date 25 7 25 Ko Gulch Shi Karo Please 🥺,5,0,2.112.1,2025-07-25 18:06:07,103,-0.2023,neutral,89.24500000000003,False,True,-1,0.0,,Unknown,False
0e7eaf1a-3678-4927-a07b-f00618d512b4,A Google user,I love you free fire🔥,5,0,2.112.1,2025-07-25 18:03:59,21,0.5719,joy,100.24000000000002,False,False,-1,0.0,,Unknown,False
75840a4e-385a-4666-8f84-4e61b375cf2e,A Google user,We need free fire India ❤️‍🔥,5,0,2.112.1,2025-07-25 17:54:41,28,-0.128,neutral,66.40000000000003,False,False,83,0.7213313409195724,70.0,free fire india return,False
e99c34ea-f14f-40a0-8419-8029c0cc1ed0,A Google user,King 👑 free fire,5,0,2.112.1,2025-07-25 17:41:51,16,0.2263,anger,90.99000000000004,False,False,56,0.10833869346057833,49.0,free fire memories,False
aee51529-7caa-4b82-a4b1-68e18f67a084,A Google user,very good,5,0,,2025-07-25 17:39:51,9,0.4927,joy,77.90500000000002,False,False,8,1.0,6.0,positive feedback,False
177629d5-e638-47d9-9907-dc1ea6ee14cc,A Google user,best game,5,0,,2025-07-25 17:33:01,9,0.6369,neutral,120.20500000000001,False,False,5,0.3892273049805757,5.0,top games,False
dc9444ed-2e66-4019-a1e6-ae8e721d880a,A Google user,Free Fire MAX. love 😘,5,0,,2025-07-25 17:32:35,21,0.836,joy,97.025,False,False,3,1.0,3.0,free fire max issues,False
3f30fc6e-efd5-4a6d-a67d-0ff45bbfd9a3,A Google user,my favourite game,5,0,,2025-07-25 17:22:04,17,0.0,joy,62.79000000000002,False,False,70,1.0,61.0,favorite game,False
47dc5161-71f7-4ed8-afe8-12f39bff9449,A Google user,very good,5,0,2.111.1,2025-07-25 17:12:55,9,0.4927,joy,77.90500000000002,False,False,8,0.9032189107255015,6.0,positive feedback,False
6b793262-90a8-43e7-af20-5f829190c5d1,A Google user,ok,5,0,2.112.1,2025-07-25 17:11:16,2,0.296,neutral,36.62000000000003,False,False,49,0.8952358701955648,1.0,mixed reactions,False
26250d22-4eac-48d9-a749-45a53828d461,A Google user,500000 daimond,1,0,,2025-07-25 17:06:50,14,0.0,neutral,77.90500000000002,False,False,15,0.8763434244324788,14.0,in-game currency & membership,False
f3bef97f-cf68-4952-9855-ffe96c8b24f1,A Google user,we need old peak,1,0,,2025-07-25 17:06:06,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
8a89d6ea-6144-4257-9d26-d30296e3656a,A Google user,we Need Old Peak,1,0,2.112.1,2025-07-25 17:03:52,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
f3c9c815-cbb4-4d61-9383-65071bde6181,A Google user,nice,5,0,,2025-07-25 17:00:16,4,0.4215,neutral,121.22000000000003,False,False,16,1.0,15.0,positive reactions,False
692e0bad-c85f-4669-b84f-543a6e1eda69,A Google user,WE NEED OLD PEAK,1,0,2.112.1,2025-07-25 16:48:19,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
15acf5d3-dcef-48f3-a1e5-97a1fbece5e8,A Google user,I love this game 🎮🎯💘🎀,5,0,2.112.1,2025-07-25 16:47:40,21,0.8555,joy,118.17500000000001,False,False,-1,0.0,,Unknown,False
af55bd6f-74fb-4dbc-8f34-00606a88d261,A Google user,old free fire vaps laho,5,0,2.112.1,2025-07-25 16:43:20,23,0.2263,neutral,83.32000000000004,False,False,24,0.12247063126222384,22.0,old free fire content,False
8c0ee1ce-4e9d-4f83-b24d-8c6c5012a873,A Google user,old pic,1,0,2.112.1,2025-07-25 16:35:12,7,0.0,neutral,120.20500000000001,False,False,4,0.7065569679308914,4.0,old photos,False
31321b10-546b-483d-8d75-cdcf84d1f919,A Google user,we need old pick,1,0,,2025-07-25 16:32:01,16,0.0,neutral,118.17500000000001,False,False,11,1.0,10.0,old pick requests,False
377e78b9-75a0-4cd3-8bcf-c98afead8032,A Google user,bast game,5,0,2.112.1,2025-07-25 16:18:17,9,0.0,disgust,120.20500000000001,False,False,68,0.9529157181439776,59.0,poor game quality,True
0a3ffc0b-b3ad-4c0a-9ac0-48f5bd567c2c,A Google user,the best app,5,0,2.112.1,2025-07-25 16:02:14,12,0.6369,surprise,119.19000000000003,False,False,28,1.0,26.0,positive app reviews,False
0d947912-e7d6-4e17-ba11-2692e47d4bf3,A Google user,I have playing this game for 5-6 years and I loved it a lot and now days I m not playing it so much bcz it is boring and no good events even and I loved the old one so much..,4,0,2.106.1,2025-07-25 15:54:29,174,0.6488,sadness,70.30292682926832,False,False,21,0.8428934999482016,19.0,nostalgia for old version,False
f5fb981d-d8f2-4295-a5bb-0161b46536d4,A Google user,good,5,0,2.112.1,2025-07-25 15:50:51,4,0.4404,neutral,121.22000000000003,False,False,6,1.0,6.0,positive feedback,False
d7236d3b-debf-4c5b-93cc-a0fa594138bf,A Google user,old free fire is good but free fire max is catun game,1,0,2.112.1,2025-07-25 15:43:17,53,0.5789,joy,95.955,False,False,-1,0.0,,Unknown,False
c888775b-baae-414f-9867-208786a8105b,A Google user,WE NEED OLD PEAK,1,0,2.112.1,2025-07-25 15:41:21,16,0.0,neutral,118.17500000000001,False,False,0,0.9406201861302123,0.0,old peak request,False
64f5e40a-ffa6-4795-9a45-546f50225465,A Google user,we need old peak,1,0,2.112.1,2025-07-25 15:37:46,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
9be70e55-ef26-4f22-a171-ad60d4495123,A Google user,this game is the best I love it so much and I recommend you try it ❤️❤️❤️,5,0,2.112.1,2025-07-25 15:34:59,73,0.8979,joy,95.42,False,False,-1,0.0,,Unknown,False
5ec12253-379f-431d-bd1d-2d86c3a4a906,A Google user,fav game ❤️,5,0,,2025-07-25 15:31:12,11,0.4588,joy,120.20500000000001,False,False,45,0.2819566628779886,41.0,favorite moments,False
e86658cb-3130-4fbf-b9c5-b456511cf187,A Google user,it is a best game but stil i Am play game my net work is gone I can not show.my time mate in this activity,5,0,2.112.1,2025-07-25 15:25:26,106,0.6908,sadness,99.3955,False,False,19,0.7863741493137498,17.0,network connectivity issues,True
788d9c1e-60d6-48e2-b692-88d45063b0da,A Google user,worst game,1,0,2.112.1,2025-07-25 15:23:46,10,-0.6249,disgust,120.20500000000001,False,False,80,1.0,67.0,worst game experience,True
38117747-89b9-4129-837b-9a1791a5b14c,A Google user,we need old peak,1,0,2.112.1,2025-07-25 15:17:53,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
6b4a4371-27b4-46bb-8996-7ffafa492866,A Google user,Best game I have ever come across,5,0,2.112.1,2025-07-25 15:13:02,33,0.6369,joy,90.95857142857145,False,False,44,0.013551290043782823,40.0,mixed game experiences,False
2783c209-b199-468a-9e1b-87a4c938a5ec,A Google user,season coming every month.spoiling kids.,1,0,2.105.1,2025-07-25 15:13:02,40,0.0,joy,15.640000000000015,False,False,30,0.929998037133185,28.0,feature request: old peek,False
fa012330-9cda-46a2-9691-6fb396b5fe5d,A Google user,i want old free fire 🔥 please,5,0,,2025-07-25 15:11:42,29,0.2732,neutral,102.045,False,True,25,0.1375299903828133,23.0,old free fire requests,False
114c3a7f-d2a9-4370-8885-fe478a996667,A Google user,we need old peak,1,0,2.112.1,2025-07-25 15:09:41,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
db6939a5-dd77-4be7-8e33-31b4c0dfe205,A Google user,we need to old peak or lobby m,5,0,,2025-07-25 15:09:24,30,0.0258,neutral,103.54,False,False,0,0.8126512477206589,0.0,old peak request,False
3d51b301-01fb-4966-a8fe-6dca1bb26302,A Google user,i really like it!!!!,5,0,2.112.1,2025-07-25 15:06:16,20,0.6074,joy,97.025,False,False,-1,0.0,,Unknown,False
57e99703-770f-4e36-bd78-99981dff0f55,A Google user,Free Fire Max Bina net wala game,1,0,2.112.1,2025-07-25 15:03:01,32,0.2263,joy,78.87285714285717,False,False,3,0.8817239389616561,3.0,free fire max issues,False
4c57c0a9-662f-4033-baaa-f77ecacaed67,A Google user,We need wolld pic back,1,0,,2025-07-25 14:59:44,22,0.0,neutral,117.16000000000003,False,False,9,0.5026914436759967,8.0,request for old picture,False
ec31894a-8a80-47c2-9efb-fe14f3fcf80c,A Google user,good game but very hard when u pass level 10,5,0,2.112.1,2025-07-25 14:58:39,44,-0.0231,joy,95.165,False,False,-1,0.0,,Unknown,False
ac29506e-2496-4701-855b-4af3ce398011,A Google user,garena please 1500 diamond gift karo please I need her,5,1,2.112.1,2025-07-25 14:55:38,54,0.836,neutral,95.165,False,True,-1,0.0,,Unknown,False
900d5752-94e2-4dbe-a6fd-e4816386a82d,A Google user,Noob ajjubhai94 op free fire,4,0,2.99.1,2025-07-25 14:54:55,28,0.1779,neutral,83.32000000000004,False,False,-1,0.0,,Unknown,False
348d5787-d004-4f07-b2e1-d228d4e9bf66,A Google user,old pick ritan and netwark problem,1,0,2.112.1,2025-07-25 14:52:08,34,-0.4019,sadness,73.84500000000001,False,False,19,0.4461784515393616,17.0,network connectivity issues,True
8b11b970-e7b9-483b-9282-cdaff8100da8,A Google user,WE NEED OLD PEAK,1,0,2.112.1,2025-07-25 14:51:50,16,0.0,neutral,118.17500000000001,False,False,0,1.0,0.0,old peak request,False
08db803d-71e0-457d-ad6f-5416681604f9,A Google user,my very best game,5,0,,2025-07-25 14:51:46,17,0.6697,joy,97.025,False,False,-1,0.0,,Unknown,False
