merged_topic_label,total_reviews,avg_vader_sentiment,avg_text_length,avg_readability,bug_keyword_rate,request_keyword_rate,pain_point_flag
Unknown,711,0.39826849507735584,125.68073136427567,83.52261807410736,0.04781997187060478,0.10267229254571027,False
account loss and progress issues,44,0.11107727272727273,166.88636363636363,74.95299494194013,0.06818181818181818,0.20454545454545456,True
addictive fun,24,0.5684583333333334,26.833333333333332,50.180208333333354,0.0,0.9166666666666666,False
addictive gameplay,48,0.09716875000000001,23.229166666666668,7.395835588023114,0.0,0.9583333333333334,True
app crashes and bugs,13,0.007915384615384614,127.3076923076923,86.13368876438078,0.5384615384615384,0.23076923076923078,True
app functionality and storage,29,0.4397965517241379,58.206896551724135,82.43394907664837,0.0,0.10344827586206896,False
app updates and changes,27,0.3136148148148148,192.11111111111111,81.96454271851226,0.1111111111111111,0.2962962962962963,True
barn storage issues,41,-0.019236585365853664,205.70731707317074,80.61330332170186,0.0975609756097561,0.0975609756097561,True
beautiful graphics,55,0.54578,19.527272727272727,55.35148051948054,0.0,0.0,False
best city game,20,0.61329,17.35,92.98950000000004,0.0,0.0,False
candy crush frustration,19,0.07390526315789474,339.94736842105266,69.23826354993687,0.0,0.10526315789473684,True
child-friendly content,21,0.627352380952381,39.714285714285715,83.03118138164358,0.0,0.0,False
city building & design,64,0.591425,120.296875,82.45635491696908,0.015625,0.21875,False
co-op & social features,19,0.7711315789473684,200.1578947368421,78.37614673515787,0.0,0.2631578947368421,False
construction and upgrades,18,0.06613888888888889,104.0,73.77371732972075,0.0,0.05555555555555555,False
customer affection,14,0.5918428571428571,10.928571428571429,116.43135154061626,0.0,0.0,True
customer love,42,0.7122404761904763,15.952380952380953,113.28522108843539,0.0,0.0,False
cute graphics and animations,20,0.57643,44.3,65.63233653846154,0.0,0.05,False
data privacy concerns,34,-0.09115882352941176,162.11764705882354,75.99769976890033,0.058823529411764705,0.17647058823529413,True
difficulty and frustration,39,0.1225076923076923,287.4102564102564,73.17030642109995,0.05128205128205128,0.10256410256410256,True
engaging resource management,17,0.4730352941176471,22.294117647058822,38.18970588235297,0.0,0.0,False
enjoyable experience,97,0.5403814432989691,7.927835051546392,113.18319587628868,0.0,0.0,False
enjoyable gameplay,54,0.6097518518518519,31.185185185185187,93.81386544011546,0.0,0.018518518518518517,False
excitement and enthusiasm,21,0.03219523809523809,8.285714285714286,102.08166666666669,0.0,0.0,False
farm & farming experience,69,0.4629086956521739,76.8695652173913,85.75053667102961,0.0,0.07246376811594203,False
favorite game,13,0.36138461538461536,28.46153846153846,71.28669484361795,0.0,0.0,False
fun action game,39,0.4940282051282052,13.717948717948717,108.19267258382645,0.02564102564102564,0.0,False
fun and engaging entertainment,34,0.4093441176470588,16.970588235294116,-10.228235294117622,0.0,0.0,False
fun and entertainment,54,0.6362074074074074,12.018518518518519,101.16977513227515,0.0,0.0,False
game addiction,49,0.42963673469387753,73.42857142857143,71.10270320725208,0.0,0.9183673469387755,False
game coolness,12,0.3233833333333333,9.416666666666666,117.77041666666668,0.0,0.0,False
game decorations and features,21,0.2985238095238095,309.14285714285717,74.53570229318217,0.09523809523809523,0.2857142857142857,False
game enjoyment,20,0.77142,207.5,78.14823756674791,0.05,0.1,False
game quality,74,0.45090810810810816,15.95945945945946,103.359037794479,0.0,0.0,False
general acknowledgment,44,0.3080772727272727,2.9545454545454546,43.805909090909125,0.0,0.0,False
in-app purchases,93,0.14399462365591398,170.53763440860214,77.13212086172837,0.021505376344086023,0.08602150537634409,True
in-app purchases and greed,12,-0.3317333333333334,249.75,73.06796342939656,0.25,0.0,True
in-game purchases and passes,14,-0.0027357142857142697,322.5,76.63001811512368,0.07142857142857142,0.07142857142857142,True
interesting features,21,0.45678095238095234,13.857142857142858,7.071904761904788,0.0,0.0,False
longtime enjoyment,45,0.5887933333333333,53.644444444444446,97.47887507372803,0.0,0.0,False
match-3 frustration,51,0.2102313725490196,262.2352941176471,80.6079720694057,0.058823529411764705,0.23529411764705882,True
mini games decline,11,0.12354545454545454,283.6363636363636,83.07168837496516,0.0,0.09090909090909091,True
misleading advertisements,385,-0.027535584415584416,99.67792207792208,82.37888261070024,0.012987012987012988,0.10649350649350649,False
misleading advertising,18,-0.02627777777777778,22.444444444444443,69.90916666666668,0.0,0.0,False
mixed feedback,30,0.45485666666666663,15.6,98.7377023809524,0.0,0.0,False
mixed reviews,71,0.3729014084507042,12.112676056338028,83.67129778672034,0.0,0.0,False
night mode & lighting,13,0.5909692307692308,151.69230769230768,84.41474293891176,0.0,0.6153846153846154,False
offline mode,20,0.452175,127.2,76.83816661441257,0.0,0.1,False
