id,user,text,rating,likes,app_version,date
7d8c8ef9-85b1-4c55-8751-87e51ac5017f,A Google user,so fun,5,0,1.67.1.141737,2025-07-25 21:19:16
2097655a-84d7-4f73-b69a-ea149731e3b6,A Google user,"It's the best...""My only problem is I don't know how to get the simcash""👌👌💵💵💵",5,0,1.67.1.141737,2025-07-25 21:13:36
ffe1ff84-541c-46e9-b102-e1dc17f338c2,A Google user,to addictive until it used up all my 40 gigs of data.,1,0,1.63.0.137021,2025-07-25 20:40:34
7f278c7e-ec52-49c8-ad8e-5249eaeeeb02,A Google user,this game is great;),5,0,1.67.1.141737,2025-07-25 20:11:37
39e4b612-47fd-46fe-b634-93948980f857,A Google user,great stress relief. I've played for years and made real friends. I hope updates don't take too much space.,5,0,1.66.1.140467,2025-07-25 19:39:36
4c355315-c1d4-4e1d-9932-2265809d03be,A Google user,nice game ever,5,0,1.67.1.141737,2025-07-25 19:14:08
f3a7792f-a139-4a32-83e4-5b498c5319aa,A Google user,"Videos for prizes mostly work now, but not always. I would rate 4 or 5 stars if they would fix this. It is a slow game and requires some patience. If you expect to build a city in a few days, skip it. In a year, my capital city is still not quite finished. Yes, you have to upgrade your storage. Compete in the contest of mayors & design challenges to get free stuff.",3,22,1.67.1.141737,2025-07-25 17:42:25
56329fad-aaa2-4a33-96ed-5045afa9ffca,A Google user,I love the game but it doesn't give u a lot of sim cash so I have to buy it. The game itself is super fun!,4,0,1.67.1.141737,2025-07-25 16:43:27
1c8375e8-78eb-44c3-a14c-92a029a44342,A Google user,"I had this game before and It was a great time passer and still is! I've worked really hard to have my city succeed, and spent a lot of money on the game but I've enjoyed playing. I don't really like the war and club stuff but the events are very enjoyable.",4,0,1.67.1.141737,2025-07-25 16:32:31
989129ad-1a05-43f7-8e96-32c565ddd807,A Google user,Quite nice,4,0,1.67.1.141737,2025-07-25 16:20:37
86c7de78-574e-460a-bdb4-e0c9c9845123,A Google user,"please stop this stupid stuff, about blowing up people's places in the game it makes no sense to me at all.",5,0,1.67.1.141737,2025-07-25 16:10:08
b067d829-04dd-4d1c-a62b-3b1329d2fafb,A Google user,kenapa gabisa login pakai akun EA,1,0,,2025-07-25 15:55:31
c52790d7-1169-456a-bc94-dddbc4c7b2d8,A Google user,Amazing game can't get enough of it 😉😁 but though they should put a filter on the Global Trade Market,5,0,1.67.1.141737,2025-07-25 15:00:36
6b0981b1-bef9-466c-8c82-27ce64e4d9b7,A Google user,And now the latest news with this app....is after making a purchase with the new Kyoto season now I can't even play my game without it keep crashing...thanks a lot to the developers after all these yrs all the money I've purchased in this game and can't even play it....wow,1,1,1.67.1.141737,2025-07-25 14:43:18
31685308-6ad4-4ab5-aea9-80194ebf58ad,A Google user,still love a classic,5,0,1.67.1.141737,2025-07-25 14:21:27
8d0c764a-412b-46ec-9389-2037c0005c90,A Google user,It's a very fun game,5,0,1.67.1.141737,2025-07-25 13:58:04
